stazione,idStazione,idRegione
MESSINA MARITTIMA,S12300,Sicilia
MESTRINO,S02580,Veneto
METAPONTO,S11461,Basilicata
MEZZANI RONDANI,S01851,Emilia Romagna
MEZZANO,S05810,Emilia Romagna
MEZZOCORONA,S02035,Trentino Alto Adige
MI P.GAR.SOTT.,S01647,Lombardia
MI.P.GENOVA,S01631,Lombardia
MIGLIARINO,S05176,
MIGLIARO,S05178,
MIGNANEGO,S04212,Liguria
MIGNANO DI MONTE LUNGO,S09201,Campania
MILANO AFFORI,S01078,
MILANO BOVISA FNM,S01642,Lombardia
MILANO BRUZZANO,S01079,
MILANO CERTOSA,S01640,Lombardia
MILANO DATEO,S01650,Lombardia
MILANO FARINI,S01644,
MILANO GRECO PIRELLI,S01326,Lombardia
MILANO LAMBRATE,S01701,Lombardia
MILANO LANCETTI,S01643,Lombardia
MILANO NORD CADORNA,S01066,
MILANO NORD DOMODOSSOLA,S01067,
"MILANO NORD QUARTO OGGIARO ",S01069,
MILANO PORTA GARIBALDI,S01645,Lombardia
MILANO PORTA ROMANA,S01632,Lombardia
MILANO PORTA VITTORIA,S01633,Lombardia
MILANO REPUBBLICA,S01648,
MILANO ROGOREDO,S01820,Lombardia
MILANO ROMOLO,S01032,Lombardia
MILANO S. CRISTOFORO,S01630,Lombardia
MILANO VENEZIA,S01649,Lombardia
MILANO VILLAPIZZONE,S01639,
MILAZZO,S12042,Sicilia
MILETO,S11790,Calabria
MILITELLO,S12276,Sicilia
MIMMOLE,S06954,Toscana
MINEO,S12275,Sicilia
MINERVINO MURGE,S11403,Puglia
MINTURNO,S09150,Lazio
MINUCCIANO - PIEVE - CASOLA,S06227,Toscana
MIRA MIRANO,S02588,Veneto
MIRADOLO TERME,S01867,Lombardia
MIRAMARE,S03311,
MIRANDOLA,S05311,Emilia Romagna
MIRTO CROSIA,S11814,Calabria
MISANO ADRIATICO,S07119,Emilia Romagna
MODANE,S00201,
MODANE FX,S00190,
MODENA,S05032,Emilia Romagna
MODICA,S12417,Sicilia
MODUGNO,S11500,
MODUGNO CITTA`,S11515,Puglia
MOGLIANO VENETO,S02717,Veneto
MOIANA,S01456,Lombardia
MOIMACCO,S03058,
MOJO-ALCANTARA MALVAGNA,S12363,Sicilia
MOLA DI BARI,S11127,Puglia
MOLARE,S04102,Piemonte
MOLFETTA,S11114,Puglia
MOLINA CASTEL VECCHIO SUBAQUEO,S07424,Abruzzo
MOLINO DEL PALLONE,S05112,Emilia Romagna
MOLTENO,S01458,Lombardia
MOMBALDONE ROCCAVERANO,S00873,Piemonte
MOMBARUZZO,S00808,Piemonte
MOMO,S00019,Piemonte
MONASTERACE STILO,S11844,Calabria
MONASTERO PRATAVECCHI,S00721,Piemonte
MONCALIERI,S00453,Piemonte
MONCALIERI SANGONE,S00510,Piemonte
MONCALVO,S00340,Piemonte
MONCHIERO DOGLIANI,S00735,Piemonte
MONDOVI`,S00952,Piemonte
MONEGLIA,S04727,Liguria
MONFALCONE,S03310,Friuli-Venezia Giulia
MONGARDINO,S00801,Piemonte
MONGRASSANO CERVICATI,S11905,Calabria
MONGUELFO VALLE DI CASIES,S02111,Trentino Alto Adige
MONOPOLI,S11129,Puglia
MONSAMPOLO DEL TRONTO,S07553,Marche
MONSELICE,S05703,Veneto
MONTAGNANA,S02392,Veneto
MONTAGUTO PANNI,S09319,Campania
MONTALE AGLIANA,S06415,Toscana
MONTALLESE,S06856,Toscana
MONTALTO DI CASTRO,S08008,Lazio
MONTALTO DORA,S00153,Piemonte
MONTALTO ROSE,S11908,Calabria
MONTANARO,S00160,Piemonte
MONTE AMIATA,S06818,
MONTE ANTICO,S06820,Toscana
MONTE ARCAU,S12973,Sardegna
MONTE GIORDANO,S11805,Calabria
MONTE MELINO,S07014,Umbria
MONTE S. SAVINO,S06068,
MONTE S.BIAGIO,S08605,Lazio
MONTEBELLO,S02443,Veneto
MONTEBELLUNA,S02570,Veneto
MONTECALVO BUONALBERGO CASALB.,S09315,Campania
MONTECARLO SAN SALVATORE,S06408,Toscana
MONTECAROTTO CASTELBELLINO,S07203,Marche
MONTECATINI CENTRO,S06412,Toscana
MONTECATINI TERME,S06411,Toscana
MONTECHIARO DENICE,S00872,Piemonte
MONTECHIARO D`ASTI,S00428,Piemonte
MONTECORVINO,S09822,Campania
MONTECOSARO,S07310,Marche
MONTEFALCIONE,S09602,Campania
MONTEFIASCONE,S08303,Lazio
MONTEFREDANE,S09529,Campania
MONTEGROSSO,S00803,Piemonte
MONTEIASI,S11601,Puglia
MONTELLA,S09612,Campania
MONTELLO GORLAGO,S01535,Lombardia
MONTELUPO CAPRAIA,S06511,Toscana
MONTEMAGGIORE,S12203,Sicilia
MONTEMARANO,S09610,Campania
MONTEMARCIANO,S07110,Marche
MONTEMILETTO,S09603,Campania
MONTENERO PETACCIATO,S07825,Molise
MONTEPAONE - MONTAURO,S11836,Calabria
MONTEPESCALI,S06038,Toscana
MONTEPRANDONE,S07554,Marche
MONTEPULCIANO,S06855,Toscana
MONTEREALE VALCELLINA,S03085,Friuli-Venezia Giulia
MONTERODUNI,S09057,Molise
MONTERONI D`ARBIA,S06871,Toscana
MONTEROSSO,S04732,Liguria
MONTEROSSO MARCHE,S07062,Marche
MONTEROTONDO,S08215,Lazio
MONTESANO BUONABITACOLO,S09909,Campania
MONTESANTO,S05801,Emilia Romagna
MONTESILVANO,S07808,Abruzzo
MONTEU DA PO,S00422,Piemonte
MONTEVARCHI TERRANUOVA,S06910,Toscana
MONTEVERDE,S09624,Basilicata
MONTI TELTI,S12857,Sardegna
MONTICCHIO,S09622,Basilicata
MONTICELLI D`ONGINA,S01971,Emilia Romagna
MONTICELLO D`ALBA,S00823,Piemonte
MONTIGLIO MURISENGO,S00426,Piemonte
MONTIRONE,S01840,Lombardia
MONTJOVET,S00144,Valle d'Aosta
MONTORO FORINO,S09518,Campania
MONTORO SUPERIORE,S09517,Campania
MONTORSI,S09528,Campania
MONTORSOLI,S06601,Toscana
MONTREUX,S01235,
MONZA,S01322,Lombardia
MONZA SOBBORGHI,S01480,Lombardia
MONZONE-M.DEI BANCHI-ISOLANO,S06225,Toscana
MONZUNO,S05132,Emilia Romagna
MORANO SUL PO,S00177,Piemonte
MORBEGNO,S01425,Lombardia
MORCONE,S09503,Campania
MORENGO BARIANO,S01710,Lombardia
MORES ITTIREDDU,S12864,Sardegna
MORETTA,S00544,Piemonte
MORGEX,S00131,Valle d'Aosta
MORI,S02046,Trentino Alto Adige
MORNAGO CIMBRO,S01144,Lombardia
MOROLO,S08660,Lazio
MOROSOLO - CASCIAGO,N00026,
MORRA DE SANCTIS TEORA,S09617,Campania
MORREA-CASTRONOVO-RENDINARA,S08813,
MORROVALLE MONTE S.GIUSTO,S07309,Marche
MORTARA,S00034,Lombardia
MOSCIANO S. ANGELO,S07904,Abruzzo
MOSSA,S03302,Friuli-Venezia Giulia
MOTTA CAMASTRA,S12360,Sicilia
MOTTA DI LIVENZA,S02767,Veneto
MOTTA S. DAMIANO,S01862,Lombardia
MOTTA SAN GIOVANNI LAZZARO,S11865,Calabria
MOTTEGGIANA,S02339,Lombardia
MOZIA-BIRGI,S12105,Sicilia
MOZZATE,N00016,
MOZZECANE,S02332,Veneto
MULINETTI,S04713,Liguria
MURATELLA,S08400,Lazio
MURLO,S06876,Toscana
MUSEI,S12953,Sardegna
MUSIANO-PIAN DI MACINA,S05139,Emilia Romagna
MUSSOTTO,S00824,Piemonte
MUZZANA DEL TURGNANO,S03204,Friuli-Venezia Giulia
NAPOLI CENTRALE,S09218,Campania
NAGYKANIZSA,S03624,
NAPOLI CAMPI FLEGREI,S09103,Campania
NAPOLI GIANTURCO,S09110,Campania
NAPOLI MERGELLINA,S09105,Campania
NAPOLI MONTESANTO,S09107,Campania
NAPOLI PIAZZA GARIBALDI,S09109,Campania
NAPOLI PIAZZA LEOPARDI,S09104,Campania
NAPOLI S.GIOV.BARRA,S09800,Campania
NAPOLI SCALO MERCI,S09010,
NAPOLI TRACCIA,S09220,
NARNI AMELIA,S07230,Umbria
NARZOLE,S00734,Piemonte
NASISI,S11600,Puglia
NATURNO,S02211,Trentino Alto Adige
NAVACCHIO,S06502,Toscana
NEIVE,S00827,Piemonte
NERA MONTORO,S07229,Umbria
NETTUNO,S08710,Lazio
NIARDO - LOSINE,N00227,
NIBBIA,S00976,Piemonte
NICHELINO,S00511,Piemonte
NICORVO,S00273,Lombardia
NICOTERA,S11764,Calabria
NIELLA,S00739,Piemonte
NISCEMI,S12392,Sicilia
NIZZA DI SICILIA,S12311,Sicilia
NIZZA MONFERRATO,S00834,Piemonte
NOALE SCORZE`,S02510,Veneto
NOCERA INFERIORE,S09814,Campania
NOCERA INFERIORE MERCATO,S09709,Campania
NOCERA SUPERIORE,S09815,Campania
NOCERA TIRINESE,S11746,Calabria
NOCERA UMBRA,S07213,Umbria
NOCETO,S06101,Emilia Romagna
NOGARA,S05310,Veneto
NOLA,S09700,Campania
NOLA INTERPORTO,S09699,
NOLE,S00091,
NONE,S00513,Piemonte
NOTARESCO,S07903,Abruzzo
NOTO,S12424,Sicilia
NOTO BAGNI,S12446,
NOVA GORICA,S03303,
NOVA SIRI ROTONDELLA,S11803,Basilicata
NOVARA,S00248,Piemonte
NOVARA FERROVIA NORD MILANO,S00023,
NOVARA MONTALBANO FURNARI,S12039,Sicilia
NOVARA NORD,N00055,
NOVATE MILANESE,S01070,
NOVATE-MEZZOLA,S01403,Lombardia
NOVE,S02734,Veneto
NOVI LIGURE,S04203,Piemonte
NOZZANO,S06351,Toscana
NUCETTO,S00920,Piemonte
NUOVO SALARIO,S08231,Lazio
NUS,S00140,Valle d'Aosta
NUSCO,S09614,Campania
OCCHIOBELLO,S05710,Veneto
ODERZO,S02765,Veneto
OFFICINE G.R. SALINE JONICHE,S11968,
OFFIDA CASTEL DI LAMA,S07551,Marche
OGGIONO,S01460,Lombardia
OLBIA,S12855,Sardegna
OLBIA MARITTIMA ISOLA BIANCA,S12901,Sardegna
OLCENENGO,S00244,Piemonte
OLCIO,S01414,Lombardia
OLEGGIO,S00984,Piemonte
OLEVANO,S00036,Lombardia
OLGIATA,S08333,Lazio
OLGIATE-CALCO-BRIVIO,S01514,Lombardia
OLIVERI TINDARI,S12037,Sicilia
OLIVETTA SAN MICHELE,S04480,Liguria
OLMENETA,S01905,Lombardia
OLMI SPERCENIGO,S02760,Veneto
OLTEN,S01150,
OMEGNA,S00010,Piemonte
OMEGNA CRUSINALLO,S00008,Piemonte
OMIGNANO SALENTO,S11708,Campania
ORA,S02031,Trentino Alto Adige
ORBETELLO,S08004,Toscana
ORCIANO,S06022,Toscana
ORDONA,S11202,Puglia
ORIA,S11605,Puglia
ORICOLA-PERETO,S08518,Abruzzo
ORIO LITTA,S01870,Lombardia
ORIOLO,S08313,Lazio
ORIS,S02203,Trentino Alto Adige
ORISTANO,S12878,Sardegna
ORMEA,S00927,
ORNAVASSO,S00006,Piemonte
ORSA,S12121,Sicilia
ORSAGO,S02704,Veneto
ORSARA DI PUGLIA,S09320,Puglia
ORTA MIASINO,S00012,Piemonte
ORTANOVA,S11102,Puglia
ORTE,S08209,Lazio
ORTONA,S07815,Abruzzo
ORVIETO,S08203,Umbria
OSCHIRI,S12860,Sardegna
OSIMO CASTELFIDARDO,S07502,Marche
OSNAGO,S01512,Lombardia
OSPEDALETTO EUGANEO,S02395,Veneto
OSPEDALETTO LODIGIANO,S01871,Lombardia
OSPEDALICCHIO,S07012,Umbria
OSPITALE DI CADORE,S02554,Veneto
OSPITALETTO MANTOVANO,S01922,Lombardia
OSPITALETTO TRAVAGLIATO,S01716,Lombardia
OSTELLATO,S05175,
OSTERIA NUOVA,S05302,Emilia Romagna
OSTIA PARMENSE,S06160,Emilia Romagna
OSTIGLIA,S05304,Lombardia
OSTUNI,S11132,Puglia
OTTAVIA,S08324,
OTTAVIANO,S09751,Campania
OULX CESANA CLAVIERE SESTRIERE,S00204,Piemonte
OVADA,S04103,Piemonte
OVADA NORD,S04007,Piemonte
OVIGLIO,S00840,Piemonte
OZIERI CHILIVANI,S12862,Sardegna
OZIERI FRAIGAS,S12861,Sardegna
OZZANO DELL'EMILIA,S05055,Emilia Romagna
OZZANO MONFERRATO,S00337,Piemonte
OZZANO TARO,S06152,Emilia Romagna
PALERMO CENTRALE,S12002,Sicilia
P.C.CANARO,S05709,Veneto
P.M. BADESSE,S06826,Toscana
P.M. RENO,S05047,
P.M.TORRICCHIO,S09717,
P.M.VAT,S03032,Friuli-Venezia Giulia
PABILLONIS,S12881,Sardegna
PACE DEL MELA,S12045,Sicilia
PACECO,S12103,Sicilia
PACHINO,S12445,Sicilia
PADERNO,N00205,
PADERNO DUGNANO,S01082,
PADERNO ROBBIATE,S01502,Lombardia
PADIGLIONE,S08707,Lazio
PADOVA,S02581,Veneto
PADOVA CAMPO MARTE,S02650,
PADULA,S09908,Campania
PADULI,S09313,Campania
PAESE,S02540,Veneto
PAESE CASTAGNOLE,S02602,Veneto
PAESTUM,S11703,Campania
PAGANI,S09813,Campania
PAGANICA,S07416,Abruzzo
PALAGIANELLO,S11508,Puglia
PALAGIANO CHIATONA,S11464,Puglia
PALAGIANO MOTTOLA,S11509,Puglia
PALAGONIA,S12279,Sicilia
PALAZZO REALE-ORLEANS,S12130,Sicilia
PALAZZO S.GERVASIO - MONTEMIL.,S11303,Basilicata
PALAZZOLO,S01083,
PALAZZOLO DELLO STELLA,S03203,Friuli-Venezia Giulia
PALAZZOLO SULL`OGLIO,S01538,Lombardia
PALAZZOLO VERCELLESE,S00175,Piemonte
PALENA,S08904,Abruzzo
PALERMO BRANCACCIO,S12055,Sicilia
PALERMO NOTARBARTOLO,S12134,Sicilia
PALESTRO,S00271,Lombardia
PALIDANO,S02343,Lombardia
PALIZZI,S11859,Calabria
PALLANZENO,S00002,Piemonte
PALLERONE,S06220,Toscana
PALMA S.GENNARO,S09701,Campania
PALMANOVA,S03122,Friuli-Venezia Giulia
PALMI,S11769,Calabria
PALO LAZIALE,S08018,Lazio
PALOMBINA,S07112,Marche
PANICAGLIA,S06605,Toscana
PANTANELLA,S08699,
PANTIERE DI CASTELBELLINO,S07234,Marche
PAOLA,S11739,Calabria
PARABIAGO,S01035,Lombardia
PARATICO SARNICO,S01620,Lombardia
PARCO LEONARDO,S08412,Lazio
PARCO PRENESTINO,S08495,
PARCO PRENESTINO BIN. ESTERNI,S08498,
PARGHELIA,S11759,Calabria
PARMA,S05014,Emilia Romagna
PARONA LOMELLINA,S01060,Lombardia
PARTINICO,S12124,Sicilia
PASSIGNANO SUL TRASIMENO,S07001,Umbria
PASSIRANO,N00206,
PATERNOPOLI,S09607,Campania
PATTI-SAN PIERO PATTI,S12036,Sicilia
PAULILATINO,S12874,Sardegna
PAVIA,S01860,Lombardia
PAVIA PORTA GARIBALDI,S01861,Lombardia
PAVONA,S08731,Lazio
PEDASO,S07510,Marche
PEDEROBBA CAVASO POSSAGNO,S02567,Veneto
PEGOGNAGA,S05154,
PELLEZZANO,S09521,Campania
PENANGO,S00341,Piemonte
PERAROLO DI CADORE,S02553,Veneto
PERCA,S02060,
PERCIANTI ARIANELLO,S09627,
PERGINE,S02305,Trentino Alto Adige
PERGOLA,S07060,Marche
PERI,S02052,Veneto
PERPIGNAN,S78400,
PERTENGO,S00311,Piemonte
PERTOSA,S09921,
PERUGIA,S07004,Umbria
PERUGIA PONTE S.GIOVANNI,S07005,Umbria
PERUGIA SILVESTRINI,S07013,
PERUGIA UNIVERSITA',S07006,
PESARO,S07104,Marche
PESCANTINA,S02057,
PESCARA,S07810,Abruzzo
PESCARA PORTA NUOVA,S07811,Abruzzo
PESCARA S. MARCO,S07017,Abruzzo
PESCHIERA DEL GARDA,S02088,Veneto
PESCIA,S06409,Toscana
PESCINA,S08532,Abruzzo
PESCOCANALE,S08811,Abruzzo
PESCOLANCIANO-CHIAUCI,S08915,Molise
PESCOSANNITA FRAGNETO L`ABATE,S09507,Campania
PESSIONE,S00457,Piemonte
PETINA,S09901,Campania
PETROSINO STRASATTI,S12109,Sicilia
PETTENASCO,S00011,Piemonte
PETTORANO SUL GIZIO,S08901,Abruzzo
PIACENZA,S05000,Emilia Romagna
PIADENA,S01919,Lombardia
PIAN DEL MUGNONE,S06952,Toscana
PIAN DI BORNO,N00223,
PIAN DI VENOLA,S05114,Emilia Romagna
PIANA,S00876,Liguria
PIANA BELLA MONTELIBRETTI,S08222,Lazio
PIANA DEL SIGNORE,S12394,Sicilia
PIANA DI M.VERNA,S09026,
PIANCAMUNO - GRATACASOLO,N00218,
PIANEROTTOLO DI ARIANO,S09317,Campania
PIANFEI,S00903,Piemonte
PIANIBBIE,S07990,
PIANO D`ORTA BOLOGNANO,S07714,Abruzzo
PIANO ORIZZONTALE DEI GIOVI,S04216,Liguria
PIANORO,S05131,Emilia Romagna
PIANZANO,S02705,Veneto
PIAZZA AL SERCHIO,S06325,Toscana
PIAZZA AMEDEO,S09106,Campania
PIAZZA CAVOUR,S09108,Campania
PICERNO,S09833,Basilicata
PIEDIMONTE MATESE,S09999,
PIEDIMONTE-V.S.L.-AQUINO,S08680,
PIEDIMULERA,S00003,Piemonte
PIETRA LIGURE,S04520,Liguria
PIETRABISSARA,S04209,Liguria
PIETRAGALLA,S11213,Basilicata
PIETRAPAOLA,S11816,Calabria
PIETRARSA,S09801,Campania
PIETRASANTA,S06012,Toscana
PIETRELCINA,S09508,Campania
PIEVE ALBIGNOLA,S00402,Lombardia
PIEVE EMANUELE,S01104,
PIEVE LIGURE,S04711,Liguria
PIEVE VERGONTE,S00004,Piemonte
PIEVETTA,S00922,Piemonte
PIGNATARO MAGGIORE,S09207,Campania
PILZONE,N00211,
PINAROLO PO,S01931,Lombardia
PINEROLO,S00517,Piemonte
PINEROLO OLIMPICA,S00082,Piemonte
PINETO,S08334,Lazio
PINETO ATRI,S07806,Abruzzo
PINO CONFINE,S13966,
PINO T.,S01110,
PINZANO,S03055,Friuli-Venezia Giulia
PIOLTELLO LIMITO,S01703,Lombardia
PIOMBINO,S06770,Toscana
PIOMBINO BINARI MARE,S06775,Toscana
PIOMBINO DESE,S02509,Veneto
PIONA,S01406,Lombardia
PIOPPE DI SALVARO,S05106,Emilia Romagna
PIOVE DI SACCO,S02598,
PIRAINETO,S12125,Sicilia
PISA BINARI AEROPORTO,S06450,Toscana
PISA CENTRALE,S06500,Toscana
PISA SAN ROSSORE,S06501,Toscana
PISCINA DI PINEROLO,S00515,Piemonte
PISCIOLO,S09625,Basilicata
PISCIOTTA PALINURO,S11712,Campania
PISOGNE,N00217,
PISTICCI,S11459,Basilicata
PISTOIA,S06414,Toscana
PISTOIA OVEST,S05151,
PITECCIO,S05116,Toscana
PIVKA,S44100,
PIZZIGHETTONE,S01911,Lombardia
PIZZO,S11753,Calabria
PLAUS,S02212,Trentino Alto Adige
PLOAGHE,S12816,Sardegna
PM GROTTALUPARA,S11514,
POCAPAGLIA,S00842,Piemonte
POGGIBONSI,S06805,Toscana
POGGIO - CAREGGINE - VAGLI,S06323,Toscana
POGGIO FIDONI,S07428,Lazio
POGGIO IMPERIALE,S11023,Puglia
POGGIO MIRTETO,S08213,Lazio
POGGIO RENATICO,S05720,Emilia Romagna
POGGIO RUSCO,S05308,Lombardia
POGGIORSINI,S11305,Puglia
POGGIRIDENTI-TRESIVIO-PIATEDA,S01433,Lombardia
POGLIOLA,S00904,Piemonte
POLESELLA,S05708,Veneto
POLICASTRO BUSSENTINO,S11718,Campania
POLICORO TURSI,S11802,Basilicata
POLIGNANO A MARE,S11128,Puglia
POLLA,S09903,Campania
POLLENZA,S07305,Marche
POLLINA,S12021,Sicilia
POMBIA,S01125,Piemonte
POMEZIA - S.PALOMBA,S08601,Lazio
POMPEI,S09810,Campania
PONT,S00890,Liguria
PONT SAINT MARTIN,S00149,Valle d'Aosta
PONTASSIEVE,S06904,Toscana
PONTE A ELSA,S06807,Toscana
PONTE A MORIANO,S06312,Toscana
PONTE A TRESSA,S06869,Toscana
PONTE ALBANITO,S09325,Puglia
PONTE CASALDUNI,S09309,Campania
PONTE DELLA VENTURINA,S05123,Emilia Romagna
PONTE DI BRENTA,S02585,Veneto
PONTE DI PIAVE,S02763,Veneto
PONTE D`ADDA,S01912,Lombardia
PONTE D`ADIGE,S02225,Trentino Alto Adige
PONTE GALERIA,S08403,Lazio
PONTE GARDENA,S02020,Trentino Alto Adige
PONTE GINORI,S06752,Toscana
PONTE IN VALTELLINA,S01434,Lombardia
PONTE NELLE ALPI POLPET,S02558,Veneto
PONTE PARRANO DI NOCERA UMBRA,S07233,Umbria
PONTE S. CONO,S09841,
PONTE S.MARCO - CALCINATO,S02082,Lombardia
PONTE S.PIETRO,S01528,Lombardia
PONTE TICINO,N00053,
PONTEBBA,S03010,Friuli-Venezia Giulia
PONTECAGNANO,S09821,Campania
PONTECCHIO MARCONI,S05103,Emilia Romagna
PONTECURONE,S01809,Piemonte
PONTEDERA CASCIANA TERME,S06506,Toscana
PONTELAGOSCURO,S05711,Emilia Romagna
PONTELAMBRO - CASTELMARTE,S01097,
PONTELANDOLFO,S09504,Campania
PONTELATONE,S09027,
PONTENURE,S05005,Emilia Romagna
PONTETTO,S04710,Liguria
PONTI,S00871,Piemonte
PONTICINO,S06913,Toscana
PONTIDA,S01526,Lombardia
PONTREMOLI,S06163,Toscana
PONZANA,S00247,Piemonte
PONZANO MAGRA,S06200,Liguria
POPOLANO,S06612,Toscana
POPOLI VITTORITO,S07703,Abruzzo
POPPI,S06074,
POPULONIA,S06773,Toscana
PORCARI,S06406,Toscana
PORDENONE,S02701,Friuli-Venezia Giulia
PORRENA - STRADA - MONTEM.,S06073,
PORRETTA  TERME,S05110,Emilia Romagna
PORTA VENEZIA,N00094,
PORTACOMARO,S00344,Piemonte
PORTICHETTO - LUISAGO,N00040,
PORTICI- ERCOLANO,S09802,Campania
PORTO CERESIO,S01200,Lombardia
PORTO DI VASTO,S07822,Abruzzo
PORTO D`ASCOLI,S07514,Marche
PORTO EMPEDOCLE,S12214,Sicilia
PORTO RECANATI,S07504,Marche
PORTO S. ELPIDIO,S07507,Marche
PORTO S. GIORGIO FERMO,S07508,Marche
PORTO TORRES,S12802,Sardegna
PORTO VALTRAVAGLIA,S01116,Lombardia
PORTO VARALLO POMBIA,S01124,Piemonte
PORTOGRUARO CAORLE,S03200,Veneto
PORTOMAGGIORE,S05802,Emilia Romagna
POSSIDENTE,S11220,Basilicata
POSTIOMA,S02601,Veneto
POSTO COMUNICAZIONE DOLCE`,S02053,Veneto
POSTOJNA,S00750,
POTENZA INFERIORE,S11420,Basilicata
POTENZA MACCHIA ROMANA,S11215,
POTENZA PICENA MONTELUPONE,S07505,Marche
POTENZA SUPERIORE,S11217,Basilicata
POVE DEL GRAPPA CAMPESE,S02505,Veneto
POVO,S02301,
POZZALLO,S12420,Sicilia
POZZOLO FORMIGARO,S04330,Piemonte
POZZUOLI SOLFATARA,S09101,Campania
POZZUOLO MARTESANA,S01722,Lombardia
PRACCHIA,S05113,Toscana
PRAJA AJETA TORTORA,S11725,Calabria
PRASCO CREMOLINO,S04101,Piemonte
PRATA CAMPORTACCIO,S01417,
PRATA PRATOLA,S09513,Campania
PRATIGNONE,S06423,Toscana
PRATO BORGONUOVO,S06426,Toscana
PRATO CENTRALE,S06416,Toscana
PRATO PORTA AL SERRAGLIO,S06422,Toscana
PRATO SESIA,S00108,Piemonte
PRATO TIRES,S02024,
PRATOLA PELIGNA,S07700,Abruzzo
PRATOLA PELIGNA SUPERIORE,S07601,Abruzzo
PRATOVECCHIO,S06072,
PRATOVECCHIO STIA,S06071,
PREDOSA,S04003,Piemonte
PREGANZIOL,S02715,Veneto
PREGNANA MILANESE,S01058,Lombardia
PREMOSELLO CHIOVENDA,S01009,Piemonte
PREZZA,S08536,Abruzzo
PRE` SAINT DIDIER,S00130,Valle d'Aosta
PRIMOLANO,S02319,Veneto
PRIOLA,S00923,Piemonte
PRIOLO MELILLI,S12347,Sicilia
PRIOLO SOPRANO,S12393,Sicilia
PRIVERNO FOSSANOVA,S08604,Lazio
PROSECCO,S03551,
PROVAGLIO - TIMOLINE,N00209,
PUGLIA - CECILIANO,S06085,
PUNTA RAISI,S12133,Sicilia
PdE 2AV,S05299,
QUADRI-BORELLO,S07996,
QUARONA,S00102,Piemonte
QUART,S00138,Valle d'Aosta
QUARTESANA,S05170,
QUARTO DI MARANO,S09111,Campania
QUARTO D`ALTINO,S02670,Veneto
QUATTRO VENTI,S08005,Lazio
QUERCIANELLA,S06728,Toscana
QUERO VAS,S02565,Veneto
QUILIANO VADO,S04527,Liguria
QUINCINETTO,S00150,Piemonte
QUISTELLO,S05156,
ROMA TERMINI,S08409,Lazio
R.C.AEROPORTO,S11866,Calabria
RACALMUTO,S12373,Sicilia
RACCONIGI,S00602,Piemonte
RACCORDO  X,N00181,
RAGUSA,S12414,Sicilia
RAGUSA IBLA,S12416,Sicilia
RAIANO,S07600,Abruzzo
RANDAZZO,S12365,Sicilia
RAPALLO,S04720,Liguria
RAPOLANO TERME,S06850,Toscana
RAPOLLA - LAVELLO,S11207,
RAPONE RUVO S.FELE,S09621,Basilicata
RASSINA,S06078,
RASTIGNANO,S05138,Emilia Romagna
RAVENNA,S05811,Emilia Romagna
RECALE,S09302,Campania
RECCO,S04714,Liguria
REDIPUGLIA,S03308,Friuli-Venezia Giulia
REGGIO CALABRIA CENTRALE,S11781,Calabria
REGGIO CALABRIA LIDO,S11780,Calabria
REGGIO DI CALABRIA ARCHI,S11973,
REGGIO DI CALABRIA BOCALE,S11969,
REGGIO DI CALABRIA CATONA,S11776,Calabria
REGGIO DI CALABRIA GALLICO,S11777,Calabria
REGGIO DI CALABRIA OMECA,S11970,
REGGIO DI CALABRIA PELLARO,S11867,Calabria
REGGIO DI CALABRIA S.CATERINA,S11975,
REGGIO DI CALABRIA S.GREGORIO,S11868,Calabria
REGGIO EMILIA,S05023,Emilia Romagna
REGGIO EMILIA AV,S05254,Emilia Romagna
REGOLEDO,S01410,Lombardia
REMANZACCO,S03059,
REMEDELLO SOPRA,S01845,Lombardia
REMEDELLO SOTTO,S01846,Lombardia
RENATE-VEDUGGIO,S01489,Lombardia
REPUBBLICA,N00095,
RESANA,S02508,Veneto
RESCALDINA,S01135,
REVERE,S05305,Lombardia
REVIGLIONE DI SOMMA VESUVIANA,S09762,Campania
RHO,S01037,Lombardia
RHO FIERA MILANO,S01039,
RIACE,S11845,Calabria
RIARDO,S09204,Campania
RICADI,S11761,Calabria
RICCIONE,S07101,Emilia Romagna
RIDOTTI-COLLEPIANO,S08815,
RIETI,S07405,Lazio
RIGNANO GARGANICO,S11028,Puglia
RIGNANO SULL`ARNO REGGELLO,S06906,Toscana
RIGOLA - STADIO,S00084,
RIGOLI,S06401,Toscana
RIGOMAGNO,S06851,Toscana
RIGOROSO,S04208,Piemonte
RIMINI,S05071,Emilia Romagna
RIMINI MIRAMARE,S07100,Emilia Romagna
RIMINI TORRE PEDRERA,S05819,Emilia Romagna
RIMINI VISERBA,S05820,Emilia Romagna
RIMINIFIERA,S05057,
RIO DI PUSTERIA,S02102,Trentino Alto Adige
RIO SECCO,S04004,Piemonte
RIOFREDDO,S08517,Lazio
RIOLA,S05108,Emilia Romagna
RIOMAGGIORE,S04736,Liguria
RIONERO ATELLA RIPACANDITA,S11209,Basilicata
RIPABOTTONI S.ELIA,S09463,Molise
RIPAFRATTA,S06402,Toscana
RIPARBELLA,S06750,Toscana
RISANO,S03120,Friuli-Venezia Giulia
RIVA TRIGOSO,S04726,Liguria
RIVALTA SCRIVIA,S04331,Piemonte
RIVAROLO,S00884,
RIVISONDOLI-PESCOCOSTANZO,S08905,Abruzzo
ROBBIO,S00272,Lombardia
